time_s,gsr_us
225.795,17.063492
226.047,17.063492
226.299,17.063492
226.552,17.352941
226.804,17.574124
227.056,17.500000
227.308,17.280000
227.561,17.135279
227.813,17.135279
228.065,16.921053
228.317,17.280000
228.570,17.426273
228.822,17.426273
229.074,17.352941
229.326,17.063492
229.579,16.921053
229.831,16.921053
230.083,17.135279
230.336,17.352941
230.588,17.352941
230.840,17.280000
231.092,16.921053
231.345,16.850394
231.597,16.850394
231.849,17.063492
232.101,17.280000
232.354,17.352941
232.606,17.280000
232.858,16.992084
233.110,16.850394
233.363,16.780105
233.615,16.921053
233.867,17.207447
234.119,17.207447
234.372,17.280000
234.624,16.992084
234.876,16.850394
235.129,16.710183
235.381,16.780105
235.633,17.135279
235.885,17.135279
236.138,17.207447
236.390,16.992084
236.642,16.780105
236.894,16.710183
237.147,16.640625
237.399,16.921053
237.651,17.135279
237.904,17.135279
238.156,16.921053
238.409,16.780105
238.661,16.710183
238.914,16.710183
239.166,16.992084
239.418,17.063492
239.670,17.063492
239.923,16.850394
240.175,16.640625
240.428,16.640625
240.681,16.640625
240.933,17.063492
241.186,17.135279
241.438,17.135279
241.690,16.780105
241.942,16.571429
242.195,16.502591
242.447,16.780105
242.699,16.992084
242.951,16.992084
243.204,16.992084
243.456,16.850394
243.708,16.502591
243.960,16.434109
244.213,16.502591
244.465,16.710183
244.717,16.850394
244.969,16.850394
245.222,16.780105
245.474,16.502591
245.726,16.365979
245.979,16.434109
246.231,16.640625
246.483,16.780105
246.736,16.850394
246.988,16.850394
247.240,16.571429
247.492,16.365979
247.744,16.365979
247.997,16.434109
248.249,16.780105
248.501,16.780105
248.754,16.850394
249.006,16.640625
249.258,16.434109
249.511,16.365979
249.763,16.365979
250.015,16.710183
250.267,16.780105
250.520,16.780105
250.772,16.710183
251.024,16.434109
251.276,16.365979
251.529,16.298201
251.781,16.502591
252.033,16.640625
252.285,16.710183
252.538,16.710183
252.790,16.434109
253.042,16.298201
253.295,16.298201
253.547,16.502591
253.799,16.640625
254.051,16.640625
254.304,16.710183
254.556,16.365979
254.808,16.365979
255.060,16.434109
255.312,16.298201
255.564,16.571429
255.816,16.710183
256.069,16.710183
256.321,16.502591
256.573,16.298201
256.825,16.163683
257.078,16.096939
257.330,16.365979
257.582,16.640625
257.835,16.640625
258.087,16.640625
258.339,16.298201
258.591,16.230769
258.843,16.163683
259.096,16.298201
259.348,16.502591
259.600,16.571429
259.852,16.571429
260.105,16.298201
260.357,16.096939
260.609,16.030534
260.861,16.030534
261.113,16.298201
261.366,16.571429
261.618,16.434109
261.870,16.365979
262.123,16.030534
262.375,16.096939
262.627,15.964467
262.879,16.230769
263.132,16.434109
263.384,16.502591
263.636,16.365979
263.888,16.163683
264.141,16.030534
264.393,16.163683
264.645,16.230769
264.897,16.571429
265.150,16.640625
265.402,16.710183
265.654,16.434109
265.906,16.298201
266.159,16.298201
266.411,16.298201
266.663,16.502591
266.915,16.640625
267.168,16.571429
267.420,16.434109
267.672,16.230769
267.924,16.096939
268.177,16.096939
268.429,16.298201
268.681,16.434109
268.933,16.502591
269.186,16.434109
269.438,16.096939
269.690,16.030534
269.942,16.030534
270.195,16.096939
270.447,16.502591
270.700,16.502591
270.952,16.365979
271.204,16.230769
271.457,15.964467
271.709,16.030534
271.962,16.298201
272.214,16.434109
272.466,16.640625
272.719,16.571429
272.971,16.163683
273.223,16.096939
273.476,16.096939
273.728,16.298201
273.981,16.502591
274.233,16.502591
274.485,16.434109
274.737,16.163683
274.990,15.964467
275.242,15.964467
275.495,16.163683
275.747,16.434109
275.999,16.571429
276.252,16.434109
276.504,15.964467
276.756,15.964467
277.009,16.030534
277.261,16.163683
277.514,16.298201
277.766,16.434109
278.018,16.365979
278.270,16.030534
278.523,15.833333
278.775,15.964467
279.028,16.096939
279.280,16.298201
279.532,16.298201
279.784,16.298201
280.037,16.096939
280.289,16.030534
280.542,16.298201
280.794,16.096939
281.046,16.230769
281.298,16.298201
281.550,16.230769
281.802,16.096939
282.055,15.964467
282.307,16.163683
282.559,16.163683
282.811,16.571429
283.064,16.850394
283.316,16.850394
283.569,16.640625
283.821,16.365979
284.074,16.502591
284.326,16.640625
284.578,17.135279
284.831,17.352941
285.083,17.723577
285.335,17.950820
285.588,18.104396
285.840,18.416667
286.093,18.816901
286.345,19.396552
286.597,19.912281
286.849,20.446429
287.102,20.537313
287.354,20.356083
287.606,20.356083
287.858,20.628743
288.110,20.906344
288.363,21.284404
288.615,21.284404
288.867,21.094225
289.119,20.628743
289.371,20.266272
289.624,20.088235
289.876,20.176991
290.128,20.446429
290.380,20.720721
290.633,20.906344
290.885,20.813253
291.137,20.356083
291.389,20.176991
291.641,20.176991
291.894,20.000000
292.146,20.266272
292.398,20.537313
292.651,20.356083
292.903,20.176991
293.155,19.912281
293.408,19.652174
293.660,19.652174
293.912,19.825073
294.164,20.176991
294.417,20.266272
294.669,20.266272
294.921,20.176991
295.173,20.088235
295.426,20.176991
295.678,20.176991
295.930,20.537313
296.182,20.537313
296.435,20.446429
296.687,20.356083
296.939,20.000000
297.192,19.738372
297.444,19.825073
297.696,20.000000
297.948,20.266272
298.200,20.628743
298.453,20.537313
298.705,20.356083
298.957,20.088235
299.210,19.825073
299.462,19.912281
299.714,20.000000
299.966,20.176991
300.218,20.176991
300.470,20.088235
300.723,19.912281
300.975,19.481268
301.227,19.566474
301.480,19.396552
301.731,19.566474
301.984,19.912281
302.237,19.912281
302.489,19.825073
302.741,19.312321
302.993,19.396552
303.246,19.566474
303.498,19.825073
303.750,20.176991
304.003,20.266272
304.255,20.266272
304.508,19.738372
304.760,19.652174
305.013,19.566474
305.265,19.738372
305.518,20.088235
305.770,20.266272
306.022,20.266272
306.274,20.000000
306.527,19.738372
306.779,19.652174
307.031,19.738372
307.284,19.912281
307.536,20.088235
307.789,19.912281
308.041,19.652174
308.294,19.312321
308.546,19.396552
308.799,19.396552
309.051,19.652174
309.304,19.738372
309.556,19.738372
309.808,19.566474
310.061,19.145299
310.313,19.062500
310.565,18.980170
310.817,19.228571
311.070,19.566474
311.322,19.481268
311.574,19.481268
311.827,19.145299
312.079,18.980170
312.331,18.816901
312.583,18.898305
312.836,19.228571
313.088,19.312321
313.340,19.312321
313.593,19.062500
313.845,18.735955
314.097,18.735955
314.349,18.735955
314.602,18.898305
314.854,19.062500
315.106,19.312321
315.358,19.228571
315.611,18.816901
315.863,18.575419
316.115,18.655462
316.368,18.655462
316.620,19.145299
316.872,19.228571
317.124,19.396552
317.377,19.481268
317.629,18.980170
317.881,18.816901
318.133,18.816901
318.386,18.898305
318.638,19.145299
318.890,19.145299
319.142,19.145299
319.395,18.898305
319.647,18.575419
319.899,18.655462
320.152,18.575419
320.404,18.735955
320.656,18.980170
320.909,18.980170
321.161,19.062500
321.413,18.575419
321.665,18.416667
321.918,18.416667
322.170,18.416667
322.422,18.735955
322.675,18.816901
322.927,18.898305
323.179,18.655462
323.432,18.337950
323.684,18.259669
323.936,18.337950
324.188,18.655462
324.440,18.816901
324.693,18.735955
324.945,18.735955
325.197,18.655462
325.449,18.575419
325.701,18.655462
325.954,18.575419
326.206,18.495822
326.458,19.566474
326.710,19.145299
326.963,19.228571
327.215,18.980170
327.467,18.816901
327.719,18.655462
327.971,18.816901
328.224,19.062500
328.476,19.228571
328.729,19.145299
328.981,19.062500
329.234,18.735955
329.486,18.735955
329.738,18.735955
329.990,18.980170
330.243,19.228571
330.495,19.228571
330.747,19.312321
330.999,18.980170
331.252,18.655462
331.504,18.575419
331.756,18.655462
332.008,18.898305
332.260,19.145299
332.513,19.228571
332.765,19.228571
333.017,19.062500
333.269,18.735955
333.522,18.655462
333.774,18.655462
334.026,18.816901
334.278,19.145299
334.531,19.062500
334.783,19.062500
335.035,18.655462
335.288,18.575419
335.540,18.495822
335.792,18.816901
336.045,18.898305
336.297,18.980170
336.550,18.980170
336.802,18.655462
337.054,18.416667
337.307,18.495822
337.559,18.575419
337.811,18.898305
338.064,18.898305
338.316,18.816901
338.568,18.655462
338.820,18.337950
339.073,18.259669
339.325,18.337950
339.577,18.575419
339.829,18.655462
340.082,18.735955
340.334,18.735955
340.586,18.416667
340.839,18.259669
341.091,18.259669
341.343,18.259669
341.595,18.495822
341.848,18.655462
342.100,18.575419
342.352,18.416667
342.605,18.181818
342.857,18.104396
343.109,18.181818
343.361,18.416667
343.614,18.816901
343.866,19.062500
344.118,19.228571
344.371,19.228571
344.623,19.145299
344.875,19.145299
345.127,19.062500
345.380,19.396552
345.632,19.396552
345.884,19.312321
346.137,19.145299
346.389,18.816901
346.641,18.735955
346.894,18.735955
347.146,19.145299
347.398,19.228571
347.651,19.396552
347.903,19.228571
348.155,18.898305
348.408,18.816901
348.660,18.816901
348.912,18.898305
349.164,19.228571
349.417,19.312321
349.669,19.312321
349.921,19.145299
350.174,18.898305
350.426,18.655462
350.678,18.735955
350.930,18.735955
351.183,18.980170
351.435,19.062500
351.687,19.145299
351.940,18.898305
352.192,18.575419
352.445,18.575419
352.697,18.655462
352.949,18.980170
353.202,19.062500
353.454,19.145299
353.706,19.145299
353.958,19.228571
354.211,19.312321
354.463,19.566474
354.716,19.738372
354.968,20.176991
355.220,20.088235
355.472,20.000000
355.725,19.825073
355.977,19.481268
356.229,19.481268
356.482,19.481268
356.734,19.825073
356.987,19.912281
357.239,19.825073
357.491,19.825073
357.743,19.738372
357.995,19.825073
358.248,20.000000
358.500,20.176991
358.752,20.537313
359.005,20.356083
359.257,20.446429
359.509,19.912281
359.761,19.825073
360.013,19.652174
360.266,19.738372
360.518,20.000000
360.770,20.446429
361.022,20.446429
361.274,20.628743
361.527,20.537313
361.779,20.537313
362.031,20.537313
362.284,20.720721
